Hash,LongName,Parent,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,WarningCritical,WarningMajor,WarningMinor,Basic Rules,Brace Rules,Clone Implementation Rules,Controversial Rules,Design Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,Migration Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Number of Bugs,ccn_change,length_change,tokens_change,operation_type
694bf287d682d1bd7dcafe7289e4a5f2bb5830da,org.elasticsearch.indices.cluster.IndicesClusterStateService$1.onIgnoreRecovery(Ljava/lang/String;)V,org.elasticsearch.indices.cluster.IndicesClusterStateService$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
8bdfd21b70568a39ebf5232e8c395f5206a7a63f,org.elasticsearch.test.TestSearchContext.copyContextFrom(Lorg/elasticsearch/common/HasContext;)V,org.elasticsearch.test.TestSearchContext,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
9333a3c28a147164ec66680a384d2dd05d9a05b7,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2.setNextDocId(I)V,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
9333a3c28a147164ec66680a384d2dd05d9a05b7,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2.setNextReader(LAtomicReaderContext;)V,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
9333a3c28a147164ec66680a384d2dd05d9a05b7,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2.setScorer(LScorer;)V,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
9333a3c28a147164ec66680a384d2dd05d9a05b7,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2.setNextScore(F)V,org.elasticsearch.search.aggregations.support.FieldDataSourceTests$2,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
aea97c373c7803d9570cf8de28d5809654f51b41,org.elasticsearch.plugins.SitePlugin.processModule(Lorg/elasticsearch/common/inject/Module;)V,org.elasticsearch.plugins.SitePlugin,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
b55d8ed2e3bdbb5a0907df7394a959ab7794cf9c,org.elasticsearch.indices.cluster.IndicesClusterStateService$1.onIgnoreRecovery(Ljava/lang/String;)V,org.elasticsearch.indices.cluster.IndicesClusterStateService$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
b7de1becf443a3a85f643ef12f5fe4b4d4b6e765,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript.setScorer(LScorer;)V,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
b7de1becf443a3a85f643ef12f5fe4b4d4b6e765,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript.setNextReader(LAtomicReaderContext;)V,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
b7de1becf443a3a85f643ef12f5fe4b4d4b6e765,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript.setNextScore(F)V,org.elasticsearch.search.aggregations.support.ScriptValuesTests$FakeSearchScript,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
c49276cda71e2282ec8204e485556965f5541bdb,org.elasticsearch.index.fielddata.plain.IndexIndexFieldData.clear(LIndexReader;)V,org.elasticsearch.index.fielddata.plain.IndexIndexFieldData,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
c9c10273a66df858bca2e45b6b27051c969b78d6,org.elasticsearch.test.unit.cluster.routing.allocation.BalanceConfigurationTests$2.applyFailedShards(Lorg/elasticsearch/cluster/routing/allocation/FailedRerouteAllocation;)V,org.elasticsearch.test.unit.cluster.routing.allocation.BalanceConfigurationTests$2,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
d2507c4ac0477f28b441f83eeac07786fb8f42b4,org.elasticsearch.cluster.routing.allocation.RebalanceAfterActiveTests$1.addListener(Lorg/elasticsearch/cluster/ClusterInfoService$Listener;)V,org.elasticsearch.cluster.routing.allocation.RebalanceAfterActiveTests$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
fb81a3203b601fcbc168e7c279f2d0014a08d719,org.elasticsearch.indices.InternalIndicesService$1$1.onShardClosed(Lorg/elasticsearch/index/shard/ShardId;)V,org.elasticsearch.indices.InternalIndicesService$1$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NaN
01ca81e2a37c9cd38c6dc44ae567d427c059dbe0,org.elasticsearch.gateway.local.RecoveryBackwardsCompatibilityTests.minExternalNodes()I,org.elasticsearch.gateway.local.RecoveryBackwardsCompatibilityTests,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
01ca81e2a37c9cd38c6dc44ae567d427c059dbe0,org.elasticsearch.gateway.local.RecoveryBackwardsCompatibilityTests.maxExternalNodes()I,org.elasticsearch.gateway.local.RecoveryBackwardsCompatibilityTests,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
0e9186e1373b99e261d80317c836477b7cc31d66,org.elasticsearch.discovery.zen.UnicastZenPing$PingingRound.getConnectionProfile()Lorg/elasticsearch/transport/ConnectionProfile;,org.elasticsearch.discovery.zen.UnicastZenPing$PingingRound,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
25fd9e26c4fb042d6f6dea14efcd239577bdbbc4,org.elasticsearch.client.benchmark.metrics.Sample.isSuccess()Z,org.elasticsearch.client.benchmark.metrics.Sample,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
2bd09c4625898d77aa6c015c6f82cf973ed18cb7,org.elasticsearch.bootstrap.JVMCheck$HotspotBug.check()Z,org.elasticsearch.bootstrap.JVMCheck$HotspotBug,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
3cda9b2bd736342ccd6311b1e8d9960bb68a1fa7,org.elasticsearch.gateway.GatewayMetaState$IndexMetaWriteInfo.getReason()Ljava/lang/String;,org.elasticsearch.gateway.GatewayMetaState$IndexMetaWriteInfo,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
3e32dd985aabfa5ee653b26bcb6ff97c74a426a2,org.elasticsearch.action.admin.indices.recovery.RecoveryResponse.detailed()Z,org.elasticsearch.action.admin.indices.recovery.RecoveryResponse,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
56cc87b7ccd41040d8fafcaf2da3680d96d10839,org.elasticsearch.client.benchmark.metrics.Sample.isSuccess()Z,org.elasticsearch.client.benchmark.metrics.Sample,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
5828796848674b656807406947f050626035845a,org.elasticsearch.test.engine.AssertingSearcher.shardId()Lorg/elasticsearch/index/shard/ShardId;,org.elasticsearch.test.engine.AssertingSearcher,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
598854dd72d7fb01a7e26a9dad065de3deaa5eb7,org.elasticsearch.discovery.zen.fd.NodesFaultDetection$PingRequest.nodeId()Ljava/lang/String;,org.elasticsearch.discovery.zen.fd.NodesFaultDetection$PingRequest,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
598854dd72d7fb01a7e26a9dad065de3deaa5eb7,org.elasticsearch.discovery.zen.fd.NodesFaultDetection$PingRequest.clusterName()Lorg/elasticsearch/cluster/ClusterName;,org.elasticsearch.discovery.zen.fd.NodesFaultDetection$PingRequest,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
5b07f81fcf253f20ba002fe4df0340540426d662,org.elasticsearch.index.replication.ESIndexLevelReplicationTestCase$ReplicationGroup.getPrimary()Lorg/elasticsearch/index/shard/IndexShard;,org.elasticsearch.index.replication.ESIndexLevelReplicationTestCase$ReplicationGroup,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
5eeac2fdf6c108e2f9b6305b6577a77e5290ad9e,org.elasticsearch.http.netty.pipelining.HttpPipeliningHandler.getMaxEventsHeld()I,org.elasticsearch.http.netty.pipelining.HttpPipeliningHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
72d2ac13280cc8c9d52361aad9e2193cbf004708,org.elasticsearch.index.translog.fs.SimpleFsTranslogFile.estimatedNumberOfOperations()I,org.elasticsearch.index.translog.fs.SimpleFsTranslogFile,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,modified
72d2ac13280cc8c9d52361aad9e2193cbf004708,org.elasticsearch.index.translog.fs.SimpleFsTranslogFile.translogSizeInBytes()J,org.elasticsearch.index.translog.fs.SimpleFsTranslogFile,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,modified
785436818027bf7451b9d2a9905472a3ecb14de5,org.elasticsearch.cluster.action.index.NodeMappingRefreshAction$NodeMappingRefreshRequest.nodeId()Ljava/lang/String;,org.elasticsearch.cluster.action.index.NodeMappingRefreshAction$NodeMappingRefreshRequest,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
a60b8948ba1d836a6eac7cff095519e618939ed8,org.elasticsearch.index.translog.TranslogSnapshot.sizeInBytes()J,org.elasticsearch.index.translog.TranslogSnapshot,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
add433944676594b5696bc949e3e8eea38cf037d,org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.queryFound()Z,org.elasticsearch.index.query.support.NestedInnerQueryParseSupport,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
b771daa3c72b2c42297b93377dc644b7a48d7e42,org.elasticsearch.common.lucene.search.function.MinScoreScorer.getScorer()LScorer;,org.elasticsearch.common.lucene.search.function.MinScoreScorer,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
d8c02c2599e2cd30ea973e8f9bf12281e3473ebd,org.elasticsearch.search.action.SearchServiceTransportAction$SearchFreeContextResponse.isFreed()Z,org.elasticsearch.search.action.SearchServiceTransportAction$SearchFreeContextResponse,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
e3d5cb903bac739b47e8d726369313af36eb6824,org.elasticsearch.common.logging.slf4j.Slf4jESLogger.logger()LLogger;,org.elasticsearch.common.logging.slf4j.Slf4jESLogger,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,added
e74d02138f02a66331b2611b5e70a908bb49cb97,org.elasticsearch.search.aggregations.bucket.histogram.InternalDateHistogram$Bucket.getFormatter()Lorg/elasticsearch/search/DocValueFormat;,org.elasticsearch.search.aggregations.bucket.histogram.InternalDateHistogram$Bucket,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
f97ff704cfba4d6374a1656bbd292c83c3c342d5,org.elasticsearch.common.lucene.search.MultiPhrasePrefixQuery.getField()Ljava/lang/String;,org.elasticsearch.common.lucene.search.MultiPhrasePrefixQuery,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modified
