Hash,LongName,Parent,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,WarningCritical,WarningMajor,WarningMinor,Basic Rules,Brace Rules,Controversial Rules,Design Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,Migration Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Number of Bugs
144b16f5422237c71d5c1b23e08cdca922368110,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterPut(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287ce2a807b5697e12a97529d63fa3387e06aace,com.hazelcast.map.impl.mapstore.writebehind.entry.NullValueDelayedEntry.setStoreTime(J)V,com.hazelcast.map.impl.mapstore.writebehind.entry.NullValueDelayedEntry,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952ce2de2d173f4f89262cfa56abde09f5318d1,com.hazelcast.client.DistributedObjectListenerRequest$MyDistributedObjectListener.distributedObjectDestroyed(Lcom/hazelcast/core/DistributedObjectEvent;)V,com.hazelcast.client.DistributedObjectListenerRequest$MyDistributedObjectListener,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2df063d441d3830ee797541830899e3248a8590e,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService.shutdown(Z)V,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2df063d441d3830ee797541830899e3248a8590e,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService.beforeMigration(Lcom/hazelcast/spi/PartitionMigrationEvent;)V,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a1d456848dcafbe8a777d7d33434d63a8db1f0d,com.hazelcast.concurrent.lock.LockServiceImpl.memberAttributeChanged(Lcom/hazelcast/spi/MemberAttributeServiceEvent;)V,com.hazelcast.concurrent.lock.LockServiceImpl,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d662aae81a322938b3ca80a5129886832583461,com.hazelcast.client.DistributedObjectListenerRequest$MyDistributedObjectListener.distributedObjectDestroyed(Lcom/hazelcast/core/DistributedObjectEvent;)V,com.hazelcast.client.DistributedObjectListenerRequest$MyDistributedObjectListener,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3eb39a42a761045f8976721da404de894f026dcc,com.hazelcast.map.impl.proxy.MapProxySupport$IncrementStatsExecutionCallback.onFailure(Ljava/lang/Throwable;)V,com.hazelcast.map.impl.proxy.MapProxySupport$IncrementStatsExecutionCallback,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41d990066b4ca39a924262ca7d2f64117c9eb094,com.hazelcast.client.spi.impl.ClientInvocationTest$1.onFailure(Ljava/lang/Throwable;)V,com.hazelcast.client.spi.impl.ClientInvocationTest$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41d990066b4ca39a924262ca7d2f64117c9eb094,com.hazelcast.client.spi.impl.ClientInvocationTest$1.onResponse(Ljava/lang/Object;)V,com.hazelcast.client.spi.impl.ClientInvocationTest$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42a02ce0cb5acb99196bb707c4a2914432da08a9,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterRemove(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42a02ce0cb5acb99196bb707c4a2914432da08a9,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterPut(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42a02ce0cb5acb99196bb707c4a2914432da08a9,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterGet(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437aeba769462640e8cc2ce15a2f2b022e3a2db8,com.hazelcast.client.spi.impl.listener.ClientNonSmartListenerService.connectionRemoved(Lcom/hazelcast/nio/Connection;)V,com.hazelcast.client.spi.impl.listener.ClientNonSmartListenerService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c22ed73b6dabb441b0c601143aa115c705d0bb5,com.hazelcast.internal.partition.MigrationAwareServiceEventTest$MigrationCommitRollbackTestingService.shutdown(Z)V,com.hazelcast.internal.partition.MigrationAwareServiceEventTest$MigrationCommitRollbackTestingService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c22ed73b6dabb441b0c601143aa115c705d0bb5,com.hazelcast.internal.partition.MigrationAwareServiceEventTest$MigrationCommitRollbackTestingService.beforeMigration(Lcom/hazelcast/spi/PartitionMigrationEvent;)V,com.hazelcast.internal.partition.MigrationAwareServiceEventTest$MigrationCommitRollbackTestingService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57535284ee668e1e195cbd884184b6bb8d3641ff,com.hazelcast.client.helpers.SimpleClientInterceptor.afterGet(Ljava/lang/Object;)V,com.hazelcast.client.helpers.SimpleClientInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57535284ee668e1e195cbd884184b6bb8d3641ff,com.hazelcast.client.helpers.SimpleClientInterceptor.afterPut(Ljava/lang/Object;)V,com.hazelcast.client.helpers.SimpleClientInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57535284ee668e1e195cbd884184b6bb8d3641ff,com.hazelcast.client.helpers.SimpleClientInterceptor.afterRemove(Ljava/lang/Object;)V,com.hazelcast.client.helpers.SimpleClientInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ea5810bd0e9cc519e2385c60d03ae5ec9b8be30,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService.clearPartitionReplica(I)V,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ea5810bd0e9cc519e2385c60d03ae5ec9b8be30,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService.rollbackMigration(Lcom/hazelcast/spi/PartitionMigrationEvent;)V,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ea5810bd0e9cc519e2385c60d03ae5ec9b8be30,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService.beforeMigration(Lcom/hazelcast/spi/PartitionMigrationEvent;)V,com.hazelcast.spi.MigrationAwareServiceTest$MigrationEventCounterService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f2fb4e1ecbd74ef1bc8282a61aa8d53be34d480,com.hazelcast.internal.dynamicconfig.DynamicConfigTest$SamplePartitionLostListener.partitionLost(Lcom/hazelcast/map/MapPartitionLostEvent;)V,com.hazelcast.internal.dynamicconfig.DynamicConfigTest$SamplePartitionLostListener,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601a67715c677e36907648eeb31b52993381146d,com.hazelcast.client.cache.impl.AbstractClientInternalCacheProxy$12.onFailure(Ljava/lang/Throwable;)V,com.hazelcast.client.cache.impl.AbstractClientInternalCacheProxy$12,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601a67715c677e36907648eeb31b52993381146d,com.hazelcast.client.cache.impl.AbstractClientInternalCacheProxy$11.onFailureInternal(Ljava/lang/Throwable;)V,com.hazelcast.client.cache.impl.AbstractClientInternalCacheProxy$11,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001ec8c5b1305c796de75c2e3f170c562db8c03,com.hazelcast.internal.nearcache.NearCacheTestSupport$ManagedNearCacheRecordStore.loadKeys(Lcom/hazelcast/internal/adapter/DataStructureAdapter;)V,com.hazelcast.internal.nearcache.NearCacheTestSupport$ManagedNearCacheRecordStore,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727cb1848c02481eee19e6d2693a7242b7c563c3,com.hazelcast.test.TestNodeRegistry$MockNodeContext$MockJoiner.blacklist(Lcom/hazelcast/nio/Address;)V,com.hazelcast.test.TestNodeRegistry$MockNodeContext$MockJoiner,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f2d6172ce45f4a4ea610858df9f821f4681daae,com.hazelcast.spi.impl.BasicOperationServiceTest$1.onResponse(Ljava/lang/Object;)V,com.hazelcast.spi.impl.BasicOperationServiceTest$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83504ab6376beba2d569ea38dc59529a2f97fb4f,com.hazelcast.client.cache.impl.CacheStatsHandler$1.onFailure(Ljava/lang/Throwable;)V,com.hazelcast.client.cache.impl.CacheStatsHandler$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84e0a9b9d444f633dbd2bced60d95bc478086fea,com.hazelcast.instance.DefaultNodeExtension.onClusterStateChange(Lcom/hazelcast/cluster/ClusterState;)V,com.hazelcast.instance.DefaultNodeExtension,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a174b1733ce8bd5ce179650287fe0b9da5d7cc0c,com.hazelcast.client.spi.impl.ClientInvocation.onResponse(Ljava/lang/Object;)V,com.hazelcast.client.spi.impl.ClientInvocation,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8e4bf1173f68e1949a2e05deb8ac9480e86d51f,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterGet(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8e4bf1173f68e1949a2e05deb8ac9480e86d51f,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterRemove(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8e4bf1173f68e1949a2e05deb8ac9480e86d51f,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor.afterPut(Ljava/lang/Object;)V,com.hazelcast.map.EmbeddedMapInterceptorTest$SimpleInterceptor,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcaf359f849184e5b0f81a048c5ab6a4d3a08ab,com.hazelcast.cluster.SplitBrainHandlerTest$MemberRemovedMembershipListener.memberAttributeChanged(Lcom/hazelcast/core/MemberAttributeEvent;)V,com.hazelcast.cluster.SplitBrainHandlerTest$MemberRemovedMembershipListener,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcaf359f849184e5b0f81a048c5ab6a4d3a08ab,com.hazelcast.cluster.SplitBrainHandlerTest$MemberRemovedMembershipListener.memberAdded(Lcom/hazelcast/core/MembershipEvent;)V,com.hazelcast.cluster.SplitBrainHandlerTest$MemberRemovedMembershipListener,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1556cb737bd13095ea68036af59c6a61c350931,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService.shutdown(Z)V,com.hazelcast.spi.MigrationAwareServiceTest$SampleMigrationAwareService,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,0,0,0.0,0,0,0.0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
