Hash,LongName,Parent,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,WarningCritical,WarningMajor,WarningMinor,Basic Rules,Brace Rules,Controversial Rules,Design Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Number of Bugs
9125060752f5124949e55a6868647c75f88cdb01,io.netty.handler.ssl.util.ThreadLocalInsecureRandom.current()Ljava/security/SecureRandom;,io.netty.handler.ssl.util.ThreadLocalInsecureRandom,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,1,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20ef4690e74a7a5007468815f070a6c1f5074d0d,io.netty.channel.oio.AbstractOioChannel.isReadPending()Z,io.netty.channel.oio.AbstractOioChannel,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,2,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20ef4690e74a7a5007468815f070a6c1f5074d0d,io.netty.channel.nio.AbstractNioChannel.isReadPending()Z,io.netty.channel.nio.AbstractNioChannel,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,2,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421eabe666f5eb3c760c757e991e4f37213f7333,io.netty.channel.TaskScheduler$ScheduledFutureTask.deadlineNanos()J,io.netty.channel.TaskScheduler$ScheduledFutureTask,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,2,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a331c87a7ae6ef3fdefe0d22a3c8a8a03c57148d,io.netty.handler.codec.http.multipart.InternalAttribute.size()I,io.netty.handler.codec.http.multipart.InternalAttribute,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,3,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2ed3e6ce8039d142e4c047fcc9cf09409105243,io.netty.util.concurrent.DefaultPromise.decWaiters()V,io.netty.util.concurrent.DefaultPromise,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,3,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a74149e9848fef73d909dd56843e0fbab23f877d,io.netty.buffer.AbstractByteBufTest$TestGatheringByteChannel.<init>()V,io.netty.buffer.AbstractByteBufTest$TestGatheringByteChannel,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,3,1,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2ed3e6ce8039d142e4c047fcc9cf09409105243,io.netty.util.concurrent.DefaultPromise.executor()Lio/netty/util/concurrent/EventExecutor;,io.netty.util.concurrent.DefaultPromise,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,7,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffd2450e1154ede31b4b1d7e20c887a9e60f2d00,io.netty.util.concurrent.DefaultPromise.executor()Lio/netty/util/concurrent/EventExecutor;,io.netty.util.concurrent.DefaultPromise,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,124.527,72.8228,1,0,0,9,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7a562943ad5dfc430c75de8cdeb2a2aa0a68244e,io.netty.handler.codec.http.websocketx.WebSocketClientHandshakerTest$1.verify(Lio/netty/handler/codec/http/FullHttpResponse;)V,io.netty.handler.codec.http.websocketx.WebSocketClientHandshakerTest$1,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,166.046,97.1031,1,0,0,0,0,0.4,2,0,0.4,2,3,5,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14b902fced27440c499bc2500d2410a6bab99805,io.netty.util.ResourceLeakDetector.reportInstancesLeak(Ljava/lang/String;)V,io.netty.util.ResourceLeakDetector,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalTrafficShapingHandler.getMaxGlobalWriteSize()J,io.netty.handler.traffic.GlobalTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.lastReadBytes()J,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.getWriteChannelLimit()J,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.name()Ljava/lang/String;,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.lastWriteThroughput()J,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.getMaxGlobalWriteSize()J,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.getRealWrittenBytes()Ljava/util/concurrent/atomic/AtomicLong;,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.lastWrittenBytes()J,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.AbstractTrafficShapingHandler.getMaxTimeWait()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.lastReadThroughput()J,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.maxDeviation()F,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.slowDownFactor()F,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.accelerationFactor()F,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.TrafficCounter.getRealWriteThroughput()J,io.netty.handler.traffic.TrafficCounter,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler.getReadChannelLimit()J,io.netty.handler.traffic.GlobalChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.AbstractTrafficShapingHandler.getMaxWriteDelay()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.ChannelTrafficShapingHandler.queueSize()J,io.netty.handler.traffic.ChannelTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268111208007b1336dc1bbdcb0b9c15427e14e1f,io.netty.handler.traffic.AbstractTrafficShapingHandler.getMaxWriteSize()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125060752f5124949e55a6868647c75f88cdb01,io.netty.handler.ssl.OpenSslServerContext.stats()Lio/netty/handler/ssl/OpenSslSessionStats;,io.netty.handler.ssl.OpenSslServerContext,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125060752f5124949e55a6868647c75f88cdb01,io.netty.handler.ssl.OpenSslServerContext.context()J,io.netty.handler.ssl.OpenSslServerContext,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b39380ad83cda7ebe79d692216e204b8b6b67568,io.netty.handler.codec.http2.AbstractHttp2ConnectionHandlerBuilder.initialSettings()Lio/netty/handler/codec/http2/Http2Settings;,io.netty.handler.codec.http2.AbstractHttp2ConnectionHandlerBuilder,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b39380ad83cda7ebe79d692216e204b8b6b67568,io.netty.handler.codec.http2.AbstractHttp2ConnectionHandlerBuilder.gracefulShutdownTimeoutMillis()J,io.netty.handler.codec.http2.AbstractHttp2ConnectionHandlerBuilder,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc1379d19dcf59626ef8d5b431830a189957e3bd,io.netty.handler.traffic.AbstractTrafficShapingHandler.getMaxTimeWait()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc1379d19dcf59626ef8d5b431830a189957e3bd,io.netty.handler.traffic.AbstractTrafficShapingHandler.getWriteLimit()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc1379d19dcf59626ef8d5b431830a189957e3bd,io.netty.handler.traffic.AbstractTrafficShapingHandler.getCheckInterval()J,io.netty.handler.traffic.AbstractTrafficShapingHandler,0.0,0,0,0,0.0,0.0,0,0,10.0,2.0,31.0195,9.87242,6,6,1.72331,15.5098,138.717,81.121,168.984,98.8209,1,0,0,0,0,0.5,3,3,0.5,3,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
